isp_crm_php  | [29-Jan-2026 11:52:58] NOTICE: ready to handle connections
isp_crm_whatsapp  |       at ExecutionContext.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/ExecutionContext.js:277:36)
isp_crm_whatsapp  |       at IsolatedWorld.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/IsolatedWorld.js:100:30)
isp_crm_whatsapp  |       at CdpFrame.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Frame.js:362:43)
isp_crm_whatsapp  |       at CdpFrame.<anonymous> (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)
isp_crm_whatsapp  |       at CdpPage.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:826:43)
isp_crm_whatsapp  |       at Client.inject (/app/node_modules/whatsapp-web.js/src/Client.js:106:38)
isp_crm_whatsapp  |       at Client.initialize (/app/node_modules/whatsapp-web.js/src/Client.js:373:20)
isp_crm_whatsapp  | }
isp_crm_whatsapp  |
isp_crm_whatsapp  | Node.js v20.20.0
isp_crm_whatsapp  | Removed stale lock file: /app/.wwebjs_auth/session/SingletonSocket
isp_crm_whatsapp  | Removed nested lock file: /app/.wwebjs_auth/session/SingletonLock
isp_crm_whatsapp  | WhatsApp service running on 0.0.0.0:3001
isp_crm_whatsapp  | API Secret: Configured
isp_crm_whatsapp  | Session found, auto-initializing...
isp_crm_whatsapp  | Using Chromium at: /usr/bin/chromium
isp_crm_whatsapp  | /app/node_modules/puppeteer-core/lib/cjs/puppeteer/common/CallbackRegistry.js:103
isp_crm_whatsapp  |     #error = new Errors_js_1.ProtocolError();
isp_crm_whatsapp  |              ^
isp_crm_whatsapp  |
isp_crm_whatsapp  | ProtocolError: Runtime.callFunctionOn timed out. Increase the 'protocolTimeout' setting in launch/connect calls for a higher timeout if needed.
isp_crm_whatsapp  |     at <instance_members_initializer> (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/common/CallbackRegistry.js:103:14)
isp_crm_whatsapp  |     at new Callback (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/common/CallbackRegistry.js:107:16)
isp_crm_whatsapp  |     at CallbackRegistry.create (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/common/CallbackRegistry.js:25:26)
isp_crm_whatsapp  |     at Connection._rawSend (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/Connection.js:108:26)
isp_crm_whatsapp  |     at CdpCDPSession.send (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/CdpSession.js:74:33)
isp_crm_whatsapp  |     at #evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/ExecutionContext.js:363:50)
isp_crm_whatsapp  |     at ExecutionContext.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/ExecutionContext.js:277:36)
isp_crm_whatsapp  |     at IsolatedWorld.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/IsolatedWorld.js:100:30)
isp_crm_whatsapp  |     at CdpFrame.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Frame.js:362:43)
isp_crm_whatsapp  |     at CdpFrame.<anonymous> (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)
isp_crm_whatsapp  |     at CdpPage.evaluate (/app/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:826:43)
isp_crm_whatsapp  |     at Client.inject (/app/node_modules/whatsapp-web.js/src/Client.js:124:55)
isp_crm_whatsapp  |     at async Client.initialize (/app/node_modules/whatsapp-web.js/src/Client.js:373:9)
isp_crm_whatsapp  |
isp_crm_whatsapp  | Node.js v20.20.0
isp_crm_whatsapp  | Removed stale lock file: /app/.wwebjs_auth/session/SingletonSocket
isp_crm_whatsapp  | Removed nested lock file: /app/.wwebjs_auth/session/SingletonLock
isp_crm_whatsapp  | WhatsApp service running on 0.0.0.0:3001
isp_crm_whatsapp  | API Secret: Configured
isp_crm_whatsapp  | Session found, auto-initializing...
isp_crm_whatsapp  | Using Chromium at: /usr/bin/chromium
isp_crm_whatsapp  | Auto-init error: Failed to add page binding with name onQRChangedEvent: window['onQRChangedEvent'] already exists!
isp_crm_whatsapp  | QR Code received
isp_crm_whatsapp  | WhatsApp service running on 0.0.0.0:3001
isp_crm_whatsapp  | API Secret: Configured
isp_crm_whatsapp  | Session found, auto-initializing...
isp_crm_whatsapp  | Using Chromium at: /usr/bin/chromium
